SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,TOTAL_OPERATE_INCOME,TOTAL_OPERATE_INCOME_YOY,OPERATE_INCOME,OPERATE_INCOME_YOY,INTEREST_INCOME,INTEREST_INCOME_YOY,EARNED_PREMIUM,EARNED_PREMIUM_YOY,FEE_COMMISSION_INCOME,FEE_COMMISSION_INCOME_YOY,OTHER_BUSINESS_INCOME,OTHER_BUSINESS_INCOME_YOY,TOI_OTHER,TOI_OTHER_YOY,TOTAL_OPERATE_COST,TOTAL_OPERATE_COST_YOY,OPERATE_COST,OPERATE_COST_YOY,INTEREST_EXPENSE,INTEREST_EXPENSE_YOY,FEE_COMMISSION_EXPENSE,FEE_COMMISSION_EXPENSE_YOY,RESEARCH_EXPENSE,RESEARCH_EXPENSE_YOY,SURRENDER_VALUE,SURRENDER_VALUE_YOY,NET_COMPENSATE_EXPENSE,NET_COMPENSATE_EXPENSE_YOY,NET_CONTRACT_RESERVE,NET_CONTRACT_RESERVE_YOY,POLICY_BONUS_EXPENSE,POLICY_BONUS_EXPENSE_YOY,REINSURE_EXPENSE,REINSURE_EXPENSE_YOY,OTHER_BUSINESS_COST,OTHER_BUSINESS_COST_YOY,OPERATE_TAX_ADD,OPERATE_TAX_ADD_YOY,SALE_EXPENSE,SALE_EXPENSE_YOY,MANAGE_EXPENSE,MANAGE_EXPENSE_YOY,ME_RESEARCH_EXPENSE,ME_RESEARCH_EXPENSE_YOY,FINANCE_EXPENSE,FINANCE_EXPENSE_YOY,FE_INTEREST_EXPENSE,FE_INTEREST_EXPENSE_YOY,FE_INTEREST_INCOME,FE_INTEREST_INCOME_YOY,ASSET_IMPAIRMENT_LOSS,ASSET_IMPAIRMENT_LOSS_YOY,CREDIT_IMPAIRMENT_LOSS,CREDIT_IMPAIRMENT_LOSS_YOY,TOC_OTHER,TOC_OTHER_YOY,FAIRVALUE_CHANGE_INCOME,FAIRVALUE_CHANGE_INCOME_YOY,INVEST_INCOME,INVEST_INCOME_YOY,INVEST_JOINT_INCOME,INVEST_JOINT_INCOME_YOY,NET_EXPOSURE_INCOME,NET_EXPOSURE_INCOME_YOY,EXCHANGE_INCOME,EXCHANGE_INCOME_YOY,ASSET_DISPOSAL_INCOME,ASSET_DISPOSAL_INCOME_YOY,ASSET_IMPAIRMENT_INCOME,ASSET_IMPAIRMENT_INCOME_YOY,CREDIT_IMPAIRMENT_INCOME,CREDIT_IMPAIRMENT_INCOME_YOY,OTHER_INCOME,OTHER_INCOME_YOY,OPERATE_PROFIT_OTHER,OPERATE_PROFIT_OTHER_YOY,OPERATE_PROFIT_BALANCE,OPERATE_PROFIT_BALANCE_YOY,OPERATE_PROFIT,OPERATE_PROFIT_YOY,NONBUSINESS_INCOME,NONBUSINESS_INCOME_YOY,NONCURRENT_DISPOSAL_INCOME,NONCURRENT_DISPOSAL_INCOME_YOY,NONBUSINESS_EXPENSE,NONBUSINESS_EXPENSE_YOY,NONCURRENT_DISPOSAL_LOSS,NONCURRENT_DISPOSAL_LOSS_YOY,EFFECT_TP_OTHER,EFFECT_TP_OTHER_YOY,TOTAL_PROFIT_BALANCE,TOTAL_PROFIT_BALANCE_YOY,TOTAL_PROFIT,TOTAL_PROFIT_YOY,INCOME_TAX,INCOME_TAX_YOY,EFFECT_NETPROFIT_OTHER,EFFECT_NETPROFIT_OTHER_YOY,EFFECT_NETPROFIT_BALANCE,EFFECT_NETPROFIT_BALANCE_YOY,UNCONFIRM_INVEST_LOSS,UNCONFIRM_INVEST_LOSS_YOY,NETPROFIT,NETPROFIT_YOY,PRECOMBINE_PROFIT,PRECOMBINE_PROFIT_YOY,CONTINUED_NETPROFIT,CONTINUED_NETPROFIT_YOY,DISCONTINUED_NETPROFIT,DISCONTINUED_NETPROFIT_YOY,PARENT_NETPROFIT,PARENT_NETPROFIT_YOY,MINORITY_INTEREST,MINORITY_INTEREST_YOY,DEDUCT_PARENT_NETPROFIT,DEDUCT_PARENT_NETPROFIT_YOY,NETPROFIT_OTHER,NETPROFIT_OTHER_YOY,NETPROFIT_BALANCE,NETPROFIT_BALANCE_YOY,BASIC_EPS,BASIC_EPS_YOY,DILUTED_EPS,DILUTED_EPS_YOY,OTHER_COMPRE_INCOME,OTHER_COMPRE_INCOME_YOY,PARENT_OCI,PARENT_OCI_YOY,MINORITY_OCI,MINORITY_OCI_YOY,PARENT_OCI_OTHER,PARENT_OCI_OTHER_YOY,PARENT_OCI_BALANCE,PARENT_OCI_BALANCE_YOY,UNABLE_OCI,UNABLE_OCI_YOY,CREDITRISK_FAIRVALUE_CHANGE,CREDITRISK_FAIRVALUE_CHANGE_YOY,OTHERRIGHT_FAIRVALUE_CHANGE,OTHERRIGHT_FAIRVALUE_CHANGE_YOY,SETUP_PROFIT_CHANGE,SETUP_PROFIT_CHANGE_YOY,RIGHTLAW_UNABLE_OCI,RIGHTLAW_UNABLE_OCI_YOY,UNABLE_OCI_OTHER,UNABLE_OCI_OTHER_YOY,UNABLE_OCI_BALANCE,UNABLE_OCI_BALANCE_YOY,ABLE_OCI,ABLE_OCI_YOY,RIGHTLAW_ABLE_OCI,RIGHTLAW_ABLE_OCI_YOY,AFA_FAIRVALUE_CHANGE,AFA_FAIRVALUE_CHANGE_YOY,HMI_AFA,HMI_AFA_YOY,CASHFLOW_HEDGE_VALID,CASHFLOW_HEDGE_VALID_YOY,CREDITOR_FAIRVALUE_CHANGE,CREDITOR_FAIRVALUE_CHANGE_YOY,CREDITOR_IMPAIRMENT_RESERVE,CREDITOR_IMPAIRMENT_RESERVE_YOY,FINANCE_OCI_AMT,FINANCE_OCI_AMT_YOY,CONVERT_DIFF,CONVERT_DIFF_YOY,ABLE_OCI_OTHER,ABLE_OCI_OTHER_YOY,ABLE_OCI_BALANCE,ABLE_OCI_BALANCE_YOY,OCI_OTHER,OCI_OTHER_YOY,OCI_BALANCE,OCI_BALANCE_YOY,TOTAL_COMPRE_INCOME,TOTAL_COMPRE_INCOME_YOY,PARENT_TCI,PARENT_TCI_YOY,MINORITY_TCI,MINORITY_TCI_YOY,PRECOMBINE_TCI,PRECOMBINE_TCI_YOY,EFFECT_TCI_BALANCE,EFFECT_TCI_BALANCE_YOY,TCI_OTHER,TCI_OTHER_YOY,TCI_BALANCE,TCI_BALANCE_YOY,ACF_END_INCOME,ACF_END_INCOME_YOY,OPINION_TYPE
002230.SZ,002230,科大讯飞,10026422,通用,2014-12-31 00:00:00,年报,2014年报,058001001,2015-03-18 00:00:00,2016-03-15 00:00:00,CNY,1775210612.95,41.5968443878,1775210612.95,41.5968443878,,,,,,,,,,,1499865867.27,44.0837215208,787583728.98,33.6764888872,,,,,,,,,,,,,,,,,,,25186096.23,34.2802520048,240084092.69,51.6689913358,455472625.26,62.4885200366,,,-41807006.39,-109.2990781205,,,,,33346330.5,131.414089699,,,,,,,12719198.56,324.4209985563,2905317.78,7.8193548144,,,,,,,,,,,,,,,0.0,,288063944.24,33.5259589915,149647816.94,33.3624233178,85117.97,1101.0996702259,3962531.15,-46.1881261764,929038.76,2.8259828404,,,0.0,,433749230.03,35.29971568,45262679.92,7.3963859287,,,,,,,388486550.11,39.5232620104,,,,,,,379429886.55,36.0031180788,9056663.56,1753.8360826313,288791143.93,31.9400240958,,,,,0.32,-13.5135135135,0.32,-13.5135135135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388486550.11,39.5232620104,379429886.55,36.0031180788,9056663.56,1753.8360826313,,,,,,,,,,,标准无保留意见
002230.SZ,002230,科大讯飞,10026422,通用,2013-12-31 00:00:00,年报,2013年报,058001001,2014-03-18 00:00:00,2015-03-18 00:00:00,CNY,1253707750.78,59.9238025059,1253707750.78,59.9238025059,,,,,,,,,,,1040968300.54,55.9681771218,589171465.78,62.4493235248,,,,,,,,,,,,,,,,,,,18756366.52,26.3209382724,158294777.71,21.0318969354,280310649.12,73.7020760906,,,-19974768.53,-57.151612497,,,,,14409809.94,37.9767382284,,,,,,,2996835.36,20.2082467781,2694616.18,239.5570287833,,,,,,,,,,,,,,,0.0,,215736285.6,81.2754608737,112211381.0,32.6287785339,7086.67,,7363674.35,696.0212861008,903505.84,542.2460995797,,,0.0,,320583992.25,58.1641007653,42145440.49,101.1334913225,,,,,,,278438551.76,53.2097976754,,,,,,,278986167.31,52.9488540063,-547615.55,18.0334836285,218880620.88,71.1247233095,,,,,0.37,-22.9166666667,0.37,-22.9166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278438551.76,53.2097976754,278986167.31,52.9488540063,-547615.55,18.0334836285,,,,,,,,,,,标准无保留意见
002230.SZ,002230,科大讯飞,10026422,通用,2012-12-31 00:00:00,年报,2012年报,058001001,2013-04-10 00:00:00,2014-03-18 00:00:00,CNY,783940683.71,40.7399713861,783940683.71,40.7399713861,,,,,,,,,,,667423521.74,45.3333767304,362680159.57,52.2702409279,,,,,,,,,,,,,,,,,,,14848184.93,24.4884253671,130787653.27,53.0843647584,161374380.45,37.9523061357,,,-12710508.16,-332.9665879383,,,,,10443651.68,8.2328823412,,,,,,,2493036.41,284.1998206232,-1930835.16,-10.7469827689,,,,,,,,,,,,,,,0.0,,119010198.38,23.4240159975,84605605.39,68.1407937667,,,925059.98,-69.2014494263,140679.07,572.3229369829,,,0.0,,202690743.79,41.013453989,20953964.56,87.965512384,,,,,,,181736779.23,37.0658895273,,,,,,,182404875.88,37.530261695,-668096.65,-1654.1109309411,127907070.73,22.8939112098,,,,,0.48,33.3333333333,0.48,33.3333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181736779.23,37.0658895273,182404875.88,37.530261695,-668096.65,-1654.1109309411,,,,,,,,,,,标准无保留意见
002230.SZ,002230,科大讯飞,10026422,通用,2011-12-31 00:00:00,年报,2011年报,058001001,2012-04-06 00:00:00,2013-04-10 00:00:00,CNY,557013530.69,27.7385980266,557013530.69,27.7385980266,,,,,,,,,,,459236231.04,30.4273065945,238181904.33,26.6670060406,,,,,,,,,,,,,,,,,,,11927361.83,42.5922811656,85435017.14,38.3502688605,116978385.48,24.7968998358,,,-2935678.76,-20.1804641629,,,,,9649241.02,263.5993753919,,,,,,,-1353441.28,-275.9308007558,-1743465.25,-432.1182250151,,,,,,,,,,,,,,,,,96423858.37,13.8075655975,50318309.73,74.7747512994,,,3003582.84,95.9545744221,20924.33,-41.499009715,,,,,143738585.26,28.3575838253,11147770.83,2.5688549088,,,,,,,132590814.43,31.1295608781,,,,,,,132628901.91,31.1349565688,-38087.48,-53.0599344238,104079257.85,20.9335565909,,,,,0.36,-14.2857142857,0.36,-14.2857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132590814.43,31.1295608781,132628901.91,31.1349565688,-38087.48,-53.0599344238,,,,,,,,,,,标准无保留意见
002230.SZ,002230,科大讯飞,10026422,通用,2010-12-31 00:00:00,年报,2010年报,058001001,2011-01-28 00:00:00,2012-04-06 00:00:00,CNY,436057338.42,41.9803406861,436057338.42,41.9803406861,,,,,,,,,,,352101291.54,38.6566994945,188037841.72,38.1066057825,,,,,,,,,,,,,,,,,,,8364661.63,81.7318783089,61752693.25,17.4086236828,93735009.15,46.4510491202,,,-2442725.43,57.3600519876,,,,,2653811.22,14.9537587271,,,,,,,769303.2,385.4702813659,524953.2,231.2727383792,,,,,,,,,,,,,,,,,84725350.08,58.8218194162,28790376.96,-17.4560648247,,,1532795.47,84.6878176854,35767.48,18.4341093075,,,,,111982931.57,28.1341391913,10868572.96,47.985595432,,,,,,,101114358.61,26.3128448562,,,,,,,101139242.64,25.9990299701,-24884.03,88.6439016812,86063174.51,41.5734562136,,,,,0.42,-16.0,0.42,-16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101114358.61,26.3128448562,101139242.64,25.9990299701,-24884.03,88.6439016812,,,0.0,,,,0.0,,,,标准无保留意见
002230.SZ,002230,科大讯飞,10026422,通用,2009-12-31 00:00:00,年报,2009年报,058001001,2011-01-28 00:00:00,2011-01-28 00:00:00,CNY,307125152.9,19.2477577155,307125152.9,19.2477577155,,,,,,,,,,,253937453.31,28.2759046361,136154125.76,2.7477504247,,,,,,,,,,,,,,,,,,,4602748.68,35.9325946609,52596386.29,108.3924701561,64004327.53,75.7703058327,,,-5728725.16,-456.4151361813,,,,,2308590.21,60.3483321477,,,,,,,158465.56,1126.8003821327,158465.56,40952.1903577628,,,,,,,,,,,,,,,,,53346165.15,-10.4977123757,34878851.97,81.1096713561,,,829938.59,-39.5167313473,30200.32,-42.4750659673,,,,,87395078.53,12.7833179216,7344345.19,-0.9961153303,,,,,,,80050733.34,14.2421089972,,,,,,,80269858.16,14.8800633575,-219124.82,-210.4581204214,60790473.59,0.6967835822,,,,,0.5,6.3829787234,0.5,6.3829787234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80050733.34,14.2421089972,80269858.16,14.8800633575,-219124.82,-210.4581204214,,,0.0,,,,0.0,,,,标准无保留意见
002230.SZ,002230,科大讯飞,10026422,通用,2008-12-31 00:00:00,年报,2008年报,058001001,2010-03-20 00:00:00,2010-03-20 00:00:00,CNY,257552140.84,25.1406056302,257552140.84,25.1406056302,,,,,,,,,,,197961927.48,18.8017486614,132512999.26,11.8845993638,,,,,,,,,,,,,,,,,,,3386052.25,66.7884993686,25239101.13,42.1539198413,36413617.89,34.7840771349,,,-1029577.52,-135.5585833354,,,,,1439734.47,195.8760053862,,,,,,,12916.98,-68.1635671057,386.01,,,,,,,,,,,,,,,,,,59603130.34,51.9766336897,19258414.92,17.5390939814,,,1372178.8,456.7618148167,52499.53,-51.8615930471,,,,,77489366.46,39.9815403466,7418239.41,312.247634775,,,,,,,70071127.05,30.8337358623,,,,,,,69872748.86,30.6074475055,198378.19,235.6867664294,60369826.55,33.395503145,,,,,0.47,-29.8507462687,0.47,-29.8507462687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70071127.05,,69872748.86,,198378.19,,,,0.0,,,,0.0,,,,标准无保留意见
002230.SZ,002230,科大讯飞,10026422,通用,2007-12-31 00:00:00,年报,2007年报,058001001,2009-04-10 00:00:00,2009-04-10 00:00:00,CNY,205810208.08,20.1073077017,205810208.08,20.1073077017,,,,,,,,,,,166632166.37,21.0722302615,118437211.21,17.4405819056,,,,,,,,,,,,,,,,,,,2030147.32,28.9017134741,17754769.73,45.6840701052,27016260.87,59.1718863393,,,2895440.21,-24.4668590346,,,,,-1501662.97,-167.8480474581,,,,,,,40572.95,102.6539518496,,,,,,,,,,,,,,,,,,,39218614.66,21.811602234,16384688.93,219.6290779753,,,246457.06,195.4024021778,109059.55,90.7071915583,,,,,55356846.53,48.6534788526,1799461.97,-13.904720697,,,,,,,53557384.56,52.373431944,,,,,,,53498288.34,52.2053002488,59096.22,,45256268.11,61.7163766652,,,,,0.67,39.5833333333,0.67,39.5833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标准无保留意见
002230.SZ,002230,科大讯飞,10026422,通用,2006-12-31 00:00:00,年报,2006年报,058001001,2008-04-17 00:00:00,2008-04-17 00:00:00,CNY,171355275.56,110.0778247979,171355275.56,110.0778247979,,,,,,,,,,,137630376.52,88.0896023719,100848624.29,160.7891332313,,,,,,,,,,,,,,,,,,,1574957.59,93.5499184518,12187173.05,-9.9044705464,16973010.43,5.5261539632,,,3833337.49,157.4356950452,,,,,2213273.67,-14.4900241901,,,,,,,-1528774.91,-315.1710324703,,,,,,,,,,,,,,,,,,,32196124.13,301.1217457937,5126157.18,59.9849069511,,,83430.96,-47.3792546597,57186.91,19.7303398922,,,,,37238850.35,236.3298786525,2090082.04,83.1468568431,,,,,,,35148768.31,253.9328191327,,,,,,,35148768.31,251.9859949528,,,27984962.96,485.437703502,,,,,0.48,242.8571428571,0.48,242.8571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标准无保留意见
002230.SZ,002230,科大讯飞,10026422,通用,2005-12-31 00:00:00,年报,2005年报,058001001,2008-04-17 00:00:00,2008-04-17 00:00:00,CNY,81567521.81,,81567521.81,,,,,,,,,,,,73172772.33,,38670562.32,,,,,,,,,,,,,,,,,,,,813721.65,,13526945.37,,16084174.2,,,,1489046.61,,,,,,2588322.18,,,,,,,,-368227.74,,,,,,,,,,,,,,,,,,,,8026521.74,,3204150.49,,,,158551.46,,47763.09,,,,,,11072120.77,,1141205.52,,,,,,,,9930915.25,,,,,,,,9985842.85,,-54927.6,,4780177.77,,,,,,0.14,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,标准无保留意见
